site_id,lat,lon,state,region,n_cells,operators,radio_mix,in_electrified,dist_to_grid_km,grid_line_source,dist_to_road_km,slope_deg,terrain_distance_km,pvout_kwh_kwp_day,displaced_fraction,displaced_litres,avoided_tco2e,delivered_cost_per_litre_usd,annual_savings_usd,capex_usd,payback_years,population_served,facilities_served,ookla_avg_d_kbps,ookla_tests,ookla_devices,predicted_d_kbps,residual_kbps,confidence_tier,rank_carbon_per_1k,rank_payback,rank_people_per_tonne,rank_combined,top_factors
MY-00722,4.11398,99.88549,Kedah,Peninsular,6,3,GSM,False,15.7,osm,2.52,10.2,3.09,4.054,0.658,8550.0,22.49,1.194,10213.0,44164.0,4.32,2247,1,17649.0,30,8,10878.0,6771.0,strong,0.5092,4.32,99.9,61.5,pvout:+0.40|dist_road:+0.18|population:+0.09|slope:+0.07
MY-00723,6.76731,115.70781,Sabah,Sabah,8,1,GSM,False,12.69,osm,20.46,20.9,29.98,4.219,0.666,8657.0,22.77,3.321,28753.0,62989.0,2.19,1053,0,,0,0,,,unknown,0.3615,2.19,46.2,51.9,pvout:+0.22|dist_road:+0.28|population:+0.07|slope:-0.03
MY-00725,4.33329,102.19079,Kedah,Peninsular,6,3,"LTE,NR",False,8.03,osm,1.23,1.6,1.28,4.071,0.659,8561.0,22.52,1.051,8997.0,42893.0,4.77,3650,1,9656.0,25,11,11905.0,-2249.0,strong,0.5249,4.77,162.1,63.3,pvout:+0.38|dist_road:+0.05|population:+0.25|slope:-0.08
MY-00726,4.91859,103.58772,Pahang,Peninsular,2,3,GSM,False,10.05,osm,4.49,2.7,4.76,4.061,0.658,8555.0,22.5,1.326,11348.0,45332.0,3.99,1974,1,13611.0,29,8,11393.0,2217.0,strong,0.4963,3.99,87.7,60.8,pvout:+0.26|dist_road:+0.19|population:-0.07|slope:-0.23
MY-00728,2.68083,114.82161,Sarawak,Sarawak,4,3,"LTE,NR",False,12.54,osm,29.09,6.7,33.44,3.572,0.634,8237.0,21.66,3.595,29608.0,65409.0,2.21,205,0,,0,0,,,unknown,0.3312,2.21,9.5,36.4,pvout:+0.38|dist_road:+0.24|population:+0.24|slope:-0.15
MY-00729,4.04419,113.80907,Sarawak,Sarawak,8,1,"GSM,LTE",False,17.49,predicted,20.46,5.7,23.03,4.069,0.658,8560.0,22.51,2.771,23723.0,58120.0,2.45,387,0,,0,0,,,unknown,0.3874,2.45,17.2,42.4,pvout:+0.15|dist_road:+0.15|population:-0.08|slope:-0.08
MY-00730,1.40555,101.59713,Kelantan,Peninsular,4,3,"GSM,UMTS",False,5.12,osm,1.43,1.1,1.46,4.084,0.659,8570.0,22.54,1.066,9133.0,43025.0,4.71,533,0,9794.0,29,10,11209.0,-1414.0,strong,0.5238,4.71,23.6,45.3,pvout:+0.38|dist_road:+0.31|population:+0.05|slope:-0.13
MY-00731,2.50384,103.28596,Terengganu,Peninsular,6,1,"GSM,LTE",True,3.09,predicted,6.47,4.1,7.06,4.168,0.663,8624.0,22.68,1.509,13011.0,46944.0,3.61,858,0,,0,0,,,unknown,0.4832,3.61,37.8,53.1,pvout:+0.26|dist_road:+0.23|population:+0.14|slope:-0.06
MY-00732,6.05146,101.48341,Johor,Peninsular,5,3,"GSM,LTE",True,4.8,osm,7.55,4.3,8.27,3.994,0.655,8511.0,22.38,1.604,13652.0,47789.0,3.5,2184,0,400.0,31,10,11122.0,-10722.0,strong,0.4684,3.5,97.6,61.4,pvout:+0.06|dist_road:+0.07|population:+0.29|slope:+0.01
MY-00733,4.76071,100.60641,Johor,Peninsular,1,2,LTE,False,3.89,osm,7.18,5.4,8.04,3.549,0.632,8222.0,21.62,1.586,13041.0,47630.0,3.65,1776,0,9941.0,30,9,10960.0,-1019.0,strong,0.454,3.65,82.1,54.1,pvout:+0.38|dist_road:+0.15|population:+0.07|slope:-0.14
MY-00735,4.20623,109.998,Sarawak,Sarawak,6,3,LTE,False,14.34,osm,17.27,4.8,19.09,3.9,0.65,8450.0,22.22,2.46,20788.0,55366.0,2.66,156,0,14207.0,31,12,9543.0,4664.0,strong,0.4014,2.66,7.0,35.8,pvout:+0.37|dist_road:+0.14|population:+0.15|slope:-0.19
MY-00738,3.87568,103.83671,Kelantan,Peninsular,8,3,LTE,False,3.36,osm,0.69,2.3,0.73,3.693,0.64,8315.0,21.87,1.008,8380.0,42511.0,5.07,1355,0,,0,0,,,unknown,0.5144,5.07,62.0,53.5,pvout:+0.09|dist_road:+0.10|population:+0.06|slope:+0.05
MY-00739,6.26482,102.78281,Pahang,Peninsular,3,1,LTE,True,5.03,osm,6.02,1.2,6.17,4.167,0.663,8623.0,22.68,1.438,12402.0,46321.0,3.73,1412,0,7597.0,28,11,11321.0,-3724.0,strong,0.4896,3.73,62.3,58.7,pvout:+0.40|dist_road:+0.24|population:+0.07|slope:+0.03
MY-00740,1.70933,103.01393,Kedah,Peninsular,1,1,LTE,False,6.0,predicted,5.56,0.8,5.66,3.475,0.629,8173.0,21.5,1.397,11421.0,45960.0,4.02,4651,0,9397.0,29,13,11832.0,-2434.0,thin,0.4677,4.02,216.4,58.2,pvout:+0.07|dist_road:+0.29|population:+0.18|slope:-0.06
MY-00741,2.51893,104.41834,Kelantan,Peninsular,5,1,"GSM,LTE",False,10.92,osm,6.67,4.8,7.38,3.602,0.635,8256.0,21.71,1.534,12664.0,47168.0,3.72,1274,0,5083.0,25,11,10919.0,-5837.0,strong,0.4604,3.72,58.7,51.2,pvout:+0.06|dist_road:+0.11|population:-0.02|slope:+0.08
MY-00742,6.53157,116.88281,Sabah,Sabah,1,1,GSM,False,10.45,predicted,1.96,4.0,2.13,3.801,0.645,8386.0,22.05,1.119,9382.0,43494.0,4.64,497,0,14132.0,35,9,10896.0,3236.0,thin,0.5071,4.64,22.5,42.8,pvout:+0.27|dist_road:+0.20|population:+0.04|slope:+0.02
MY-00744,2.16468,113.61271,Sarawak,Sarawak,8,2,"GSM,UMTS",False,13.61,predicted,32.49,12.7,41.67,4.216,0.666,8656.0,22.76,4.245,36745.0,71166.0,1.94,148,0,,0,0,,,unknown,0.3199,1.94,6.5,36.2,pvout:+0.16|dist_road:+0.08|population:+0.14|slope:-0.13
MY-00745,4.70989,113.26345,Sarawak,Sarawak,1,1,"GSM,LTE",True,3.2,predicted,14.71,8.7,17.56,3.408,0.625,8130.0,21.38,2.339,19015.0,54293.0,2.86,313,0,7435.0,21,7,9589.0,-2155.0,thin,0.3938,2.86,14.6,35.8,pvout:+0.16|dist_road:+0.19|population:-0.08|slope:+0.07
MY-00746,2.41653,101.6361,Kedah,Peninsular,7,2,"GSM,UMTS",False,6.76,osm,4.82,0.3,4.85,4.305,0.67,8714.0,22.92,1.334,11620.0,45395.0,3.91,1363,0,,0,0,,,unknown,0.5048,3.91,59.5,60.2,pvout:+0.35|dist_road:+0.35|population:+0.28|slope:-0.14
MY-00747,4.93354,104.13207,Kedah,Peninsular,5,1,"GSM,LTE",False,24.71,osm,5.93,3.8,6.43,4.305,0.67,8713.0,22.92,1.458,12705.0,46498.0,3.66,2151,0,,0,0,,,unknown,0.4928,3.66,93.9,65.1,pvout:+0.18|dist_road:+0.26|population:-0.19|slope:+0.10
MY-00748,5.53976,117.48343,Sabah,Sabah,3,2,"GSM,LTE",False,10.14,osm,32.29,7.5,37.7,3.548,0.632,8221.0,21.62,3.932,32324.0,68392.0,2.12,1052,1,11146.0,38,11,9190.0,1956.0,strong,0.3161,2.12,48.7,51.4,pvout:+0.05|dist_road:+0.21|population:+0.13|slope:+0.07
MY-00749,7.15163,119.01592,Sabah,Sabah,3,3,"LTE,NR",False,10.17,predicted,4.79,4.5,5.27,3.144,0.612,7958.0,20.93,1.367,10878.0,45689.0,4.2,475,1,,0,0,,,unknown,0.4581,4.2,22.7,33.9,pvout:+0.28|dist_road:+0.23|population:-0.05|slope:-0.04
MY-00750,2.51328,100.8802,Terengganu,Peninsular,4,2,"GSM,UMTS",False,8.21,predicted,5.61,2.2,5.88,3.878,0.649,8436.0,22.19,1.415,11940.0,46119.0,3.86,1552,0,5563.0,33,13,11285.0,-5723.0,thin,0.4811,3.86,70.0,56.1,pvout:+0.31|dist_road:+0.20|population:+0.19|slope:-0.23
MY-00751,1.91562,103.20311,Johor,Peninsular,5,1,LTE,False,14.52,osm,2.6,0.6,2.63,4.237,0.667,8669.0,22.8,1.158,10042.0,43844.0,4.37,357,1,10495.0,40,11,11039.0,-544.0,strong,0.52,4.37,15.7,43.4,pvout:+0.17|dist_road:+0.34|population:-0.04|slope:-0.03
MY-00752,2.47632,103.32195,Kedah,Peninsular,8,1,"GSM,LTE",False,9.82,predicted,3.36,10.1,4.11,4.377,0.674,8760.0,23.04,1.275,11172.0,44879.0,4.02,3428,1,,0,0,,,unknown,0.5134,4.02,148.8,68.0,pvout:+0.23|dist_road:+0.33|population:-0.12|slope:-0.15
MY-00753,1.2868,113.99263,Sarawak,Sarawak,3,3,"LTE,NR",True,4.09,osm,13.55,4.7,14.96,3.639,0.637,8280.0,21.78,2.133,17665.0,52475.0,2.97,300,0,,0,0,,,unknown,0.415,2.97,13.8,37.5,pvout:+0.35|dist_road:+0.25|population:+0.07|slope:-0.11
MY-00754,4.9765,114.40355,Sarawak,Sarawak,5,1,LTE,False,14.94,osm,26.13,7.3,30.35,4.426,0.676,8792.0,23.12,3.35,29453.0,63244.0,2.15,1270,0,,0,0,,,unknown,0.3656,2.15,54.9,55.4,pvout:+0.19|dist_road:+0.33|population:+0.14|slope:+0.08
MY-00755,3.59822,100.16938,Pahang,Peninsular,6,3,GSM,False,21.0,osm,10.4,2.4,10.97,3.232,0.617,8016.0,21.08,1.817,14568.0,49678.0,3.41,7453,2,13319.0,35,12,11596.0,1723.0,strong,0.4244,3.41,353.5,60.7,pvout:+0.39|dist_road:+0.21|population:+0.10|slope:-0.02
MY-00756,2.31592,101.94751,Perak,Peninsular,1,1,GSM,False,7.36,osm,6.34,1.6,6.56,3.79,0.644,8378.0,22.03,1.469,12309.0,46595.0,3.79,1655,0,5655.0,27,12,11327.0,-5672.0,strong,0.4729,3.79,75.1,55.9,pvout:+0.34|dist_road:+0.25|population:-0.14|slope:+0.08
MY-00757,5.34105,115.34851,Sabah,Sabah,8,2,"LTE,NR",False,2.92,osm,10.61,10.1,12.99,3.775,0.644,8369.0,22.01,1.977,16548.0,51094.0,3.09,216,0,6651.0,25,6,9552.0,-2901.0,strong,0.4308,3.09,9.8,36.6,pvout:+0.28|dist_road:+0.31|population:+0.01|slope:-0.08
MY-00758,2.1004,100.6627,Pahang,Peninsular,8,2,"GSM,LTE",False,4.97,osm,12.48,3.2,13.35,4.246,0.667,8675.0,22.81,2.006,17402.0,51347.0,2.95,1965,0,,0,0,,,unknown,0.4443,2.95,86.1,60.7,pvout:+0.29|dist_road:+0.28|population:-0.16|slope:-0.11
MY-00760,1.28241,112.99982,Sarawak,Sarawak,3,3,LTE,False,19.63,predicted,8.86,7.2,10.28,4.186,0.664,8636.0,22.71,1.763,15226.0,49196.0,3.23,438,1,10144.0,19,8,10175.0,-31.0,thin,0.4617,3.23,19.3,45.8,pvout:+0.32|dist_road:+0.35|population:-0.19|slope:-0.16
MY-00761,5.87347,100.5898,Terengganu,Peninsular,7,1,"GSM,LTE",True,3.69,predicted,0.32,2.6,0.34,3.495,0.63,8187.0,21.53,0.977,8000.0,42241.0,5.28,1136,1,13150.0,18,4,11420.0,1730.0,thin,0.5097,5.28,52.8,50.4,pvout:+0.21|dist_road:+0.12|population:-0.19|slope:-0.06
MY-00762,3.06607,101.92637,Terengganu,Peninsular,7,2,"GSM,LTE",True,3.52,osm,9.19,8.5,10.92,4.159,0.663,8618.0,22.67,1.814,15631.0,49645.0,3.18,3510,1,8266.0,27,7,10833.0,-2567.0,strong,0.4566,3.18,154.9,64.9,pvout:+0.28|dist_road:+0.17|population:-0.02|slope:+0.09
MY-00764,5.92258,117.74798,Sabah,Sabah,8,1,LTE,False,7.17,predicted,35.76,8.1,42.19,3.399,0.625,8124.0,21.37,4.286,34822.0,71530.0,2.05,425,0,7018.0,30,12,8606.0,-1588.0,thin,0.2987,2.05,19.9,42.4,pvout:+0.22|dist_road:+0.29|population:-0.06|slope:+0.04
MY-00765,1.68741,103.52109,Terengganu,Peninsular,3,2,"GSM,UMTS",False,13.4,osm,0.83,0.7,0.84,3.28,0.619,8047.0,21.16,1.017,8181.0,42591.0,5.21,382,0,,0,0,,,unknown,0.4969,5.21,18.1,36.2,pvout:+0.34|dist_road:+0.13|population:+0.13|slope:-0.01
MY-00766,3.25832,104.0565,Pahang,Peninsular,3,3,GSM,False,3.72,predicted,9.37,4.1,10.24,4.211,0.666,8652.0,22.76,1.76,15225.0,49166.0,3.23,3153,0,13052.0,25,7,11173.0,1879.0,thin,0.4628,3.23,138.6,65.2,pvout:+0.20|dist_road:+0.28|population:-0.05|slope:-0.08
MY-00768,4.57452,100.97695,Terengganu,Peninsular,6,1,"GSM,LTE",False,5.02,osm,7.42,1.2,7.61,3.514,0.631,8199.0,21.56,1.552,12726.0,47328.0,3.72,2475,1,14806.0,38,15,11456.0,3350.0,strong,0.4556,3.72,114.8,56.4,pvout:+0.40|dist_road:+0.10|population:-0.13|slope:-0.20
MY-00770,2.46803,101.01585,Terengganu,Peninsular,5,1,LTE,False,5.76,predicted,9.4,4.8,10.41,4.009,0.655,8521.0,22.41,1.773,15107.0,49284.0,3.26,302,1,12662.0,22,9,10223.0,2439.0,thin,0.4547,3.26,13.5,41.0,pvout:+0.40|dist_road:+0.10|population:-0.10|slope:-0.01
MY-00771,1.04014,113.64419,Sarawak,Sarawak,1,1,"GSM,UMTS",False,11.78,predicted,21.08,10.4,25.96,3.875,0.649,8434.0,22.18,3.003,25329.0,60173.0,2.38,652,0,7674.0,24,5,9366.0,-1692.0,thin,0.3686,2.38,29.4,46.4,pvout:+0.32|dist_road:+0.21|population:+0.29|slope:-0.24
MY-00772,4.05777,115.15044,Sarawak,Sarawak,2,3,"GSM,UMTS",False,17.86,predicted,13.65,3.4,14.67,3.434,0.627,8147.0,21.43,2.11,17192.0,52268.0,3.04,1006,0,,0,0,,,unknown,0.41,3.04,46.9,47.9,pvout:+0.27|dist_road:+0.23|population:-0.04|slope:+0.06
MY-00773,4.3602,117.07671,Sabah,Sabah,7,1,"GSM,LTE",False,7.08,predicted,19.81,3.2,21.23,4.466,0.678,8818.0,23.19,2.629,23181.0,56860.0,2.45,1138,1,2870.0,37,8,10294.0,-7424.0,thin,0.4079,2.45,49.1,56.2,pvout:+0.24|dist_road:+0.12|population:-0.16|slope:-0.21
MY-00774,6.0195,100.9227,Kelantan,Peninsular,4,1,LTE,False,13.99,predicted,2.7,3.1,2.89,4.201,0.665,8646.0,22.74,1.179,10190.0,44023.0,4.32,2247,0,2816.0,22,10,11504.0,-8688.0,thin,0.5165,4.32,98.8,62.4,pvout:+0.36|dist_road:+0.13|population:+0.25|slope:-0.21
MY-00775,4.76764,115.28307,Sabah,Sabah,7,2,"GSM,LTE",False,5.98,osm,8.79,3.9,9.56,3.799,0.645,8385.0,22.05,1.706,14302.0,48689.0,3.4,83,0,,0,0,,,unknown,0.4529,3.4,3.8,34.0,pvout:+0.39|dist_road:+0.30|population:-0.14|slope:-0.22
MY-00776,4.17681,113.00763,Sarawak,Sarawak,6,2,GSM,False,9.33,predicted,9.83,1.3,10.1,3.811,0.646,8392.0,22.07,1.749,14680.0,49073.0,3.34,2158,0,,0,0,,,unknown,0.4498,3.34,97.8,59.2,pvout:+0.33|dist_road:+0.07|population:-0.07|slope:+0.03
MY-00777,6.23427,100.34818,Kelantan,Peninsular,8,2,"GSM,UMTS",True,4.56,osm,0.56,1.2,0.57,4.008,0.655,8520.0,22.41,0.995,8480.0,42401.0,5.0,3013,2,18116.0,29,7,11909.0,6207.0,strong,0.5285,5.0,134.5,61.7,pvout:+0.37|dist_road:+0.28|population:+0.24|slope:-0.05
MY-00778,6.85837,116.22315,Sabah,Sabah,2,2,"GSM,LTE",False,17.94,predicted,21.76,7.1,25.18,3.561,0.633,8230.0,21.64,2.941,24206.0,59625.0,2.46,180,0,4873.0,31,8,9142.0,-4269.0,thin,0.363,2.46,8.3,34.1,pvout:+0.32|dist_road:+0.15|population:+0.19|slope:-0.01
MY-00779,5.34828,115.68579,Sabah,Sabah,8,1,"GSM,LTE",False,25.68,osm,24.72,2.4,26.07,3.997,0.655,8513.0,22.39,3.012,25639.0,60249.0,2.35,273,0,,0,0,,,unknown,0.3716,2.35,12.2,39.4,pvout:+0.25|dist_road:+0.35|population:+0.03|slope:-0.03
MY-00780,1.91912,104.23023,Johor,Peninsular,8,3,LTE,False,9.33,predicted,2.9,5.4,3.24,3.501,0.63,8191.0,21.54,1.206,9882.0,44270.0,4.48,2518,0,400.0,25,9,11331.0,-10931.0,thin,0.4866,4.48,116.9,55.5,pvout:+0.23|dist_road:+0.13|population:-0.03|slope:+0.09
MY-00781,5.33989,116.08886,Sabah,Sabah,4,1,LTE,False,8.58,predicted,17.13,8.0,20.2,3.879,0.649,8436.0,22.19,2.547,21490.0,56138.0,2.61,1187,0,8801.0,31,14,10024.0,-1222.0,thin,0.3952,2.61,53.5,53.1,pvout:+0.19|dist_road:+0.25|population:+0.08|slope:+0.06
MY-00782,3.36988,113.4532,Sarawak,Sarawak,2,2,GSM,False,19.85,osm,11.61,7.3,13.49,3.549,0.632,8222.0,21.62,2.017,16583.0,51443.0,3.1,369,0,17514.0,27,9,9953.0,7561.0,strong,0.4203,3.1,17.1,38.7,pvout:+0.32|dist_road:+0.07|population:-0.02|slope:-0.00
MY-00784,4.83634,116.32574,Sabah,Sabah,5,2,"GSM,UMTS",False,14.97,predicted,8.35,3.0,8.91,4.394,0.675,8771.0,23.07,1.655,14512.0,48236.0,3.32,100,0,8271.0,30,8,10025.0,-1754.0,thin,0.4782,3.32,4.3,41.2,pvout:+0.11|dist_road:+0.20|population:-0.04|slope:-0.23
MY-00785,1.9585,101.62983,Johor,Peninsular,1,2,GSM,False,11.55,osm,2.35,4.4,2.58,3.918,0.651,8462.0,22.25,1.154,9765.0,43806.0,4.49,704,0,861.0,23,10,10965.0,-10103.0,strong,0.508,4.49,31.6,47.5,pvout:+0.40|dist_road:+0.33|population:+0.17|slope:-0.18
MY-00786,5.67148,116.84536,Sabah,Sabah,1,2,"GSM,UMTS",False,11.55,predicted,23.47,2.9,24.99,3.962,0.653,8490.0,22.33,2.927,24849.0,59496.0,2.39,76,1,2220.0,21,4,9097.0,-6877.0,thin,0.3753,2.39,3.4,34.3,pvout:+0.40|dist_road:+0.24|population:+0.28|slope:-0.24
MY-00787,1.9997,100.77851,Johor,Peninsular,5,2,GSM,False,6.85,osm,4.81,5.6,5.41,3.297,0.62,8058.0,21.19,1.378,11101.0,45785.0,4.12,814,0,18002.0,36,10,10778.0,7224.0,strong,0.4629,4.12,38.4,41.3,pvout:+0.11|dist_road:+0.25|population:+0.25|slope:-0.19
MY-00788,6.73978,117.36906,Sabah,Sabah,5,1,GSM,False,23.33,predicted,32.2,15.2,43.1,3.721,0.641,8334.0,21.92,4.359,36322.0,72169.0,1.99,2719,0,,0,0,,,unknown,0.3037,1.99,124.1,61.1,pvout:+0.16|dist_road:+0.23|population:+0.30|slope:+0.03
MY-00789,1.30132,113.9855,Sarawak,Sarawak,7,1,LTE,False,24.64,predicted,14.42,6.3,16.43,4.038,0.657,8540.0,22.46,2.249,19209.0,53500.0,2.79,4711,1,,0,0,,,unknown,0.4198,2.79,209.8,64.4,pvout:+0.37|dist_road:+0.25|population:+0.24|slope:-0.07
MY-00792,5.83239,99.86856,Pahang,Peninsular,3,2,"GSM,UMTS",False,3.44,osm,6.89,4.1,7.51,3.962,0.653,8490.0,22.33,1.544,13111.0,47260.0,3.6,1600,1,,0,0,,,unknown,0.4725,3.6,71.7,58.1,pvout:+0.09|dist_road:+0.26|population:+0.10|slope:-0.08
MY-00793,5.32221,100.47732,Terengganu,Peninsular,2,3,"GSM,UMTS",False,9.84,osm,7.18,2.8,7.62,4.01,0.655,8521.0,22.41,1.553,13233.0,47336.0,3.58,3207,1,9241.0,27,12,11423.0,-2182.0,strong,0.4735,3.58,143.1,64.4,pvout:+0.15|dist_road:+0.29|population:+0.21|slope:-0.12
MY-00794,5.66301,102.7684,Perak,Peninsular,2,3,GSM,False,6.6,osm,8.57,4.8,9.5,4.285,0.669,8700.0,22.88,1.701,14799.0,48647.0,3.29,418,0,11914.0,37,8,10387.0,1527.0,strong,0.4704,3.29,18.3,47.1,pvout:+0.37|dist_road:+0.16|population:-0.15|slope:-0.19
MY-00796,6.58272,100.71249,Pahang,Peninsular,8,3,"GSM,UMTS",False,3.72,osm,4.62,4.6,5.1,3.227,0.616,8013.0,21.07,1.353,10841.0,45567.0,4.2,8390,3,3581.0,23,7,11761.0,-8180.0,strong,0.4625,4.2,398.1,56.2,pvout:+0.22|dist_road:+0.07|population:+0.16|slope:+0.03
MY-00798,2.03129,115.38647,Sarawak,Sarawak,8,1,LTE,False,12.96,predicted,2.38,5.8,2.69,3.571,0.634,8236.0,21.66,1.163,9575.0,43882.0,4.58,284,0,,0,0,,,unknown,0.4936,4.58,13.1,35.3,pvout:+0.24|dist_road:+0.32|population:+0.28|slope:-0.09
MY-00799,2.59813,110.53026,Sarawak,Sarawak,4,2,GSM,False,28.95,predicted,11.63,20.0,16.79,4.121,0.661,8594.0,22.6,2.278,19577.0,53755.0,2.75,609,0,,0,0,,,unknown,0.4205,2.75,26.9,47.2,pvout:+0.08|dist_road:+0.12|population:+0.13|slope:-0.11
MY-00800,1.07408,110.77395,Sarawak,Sarawak,6,3,GSM,False,10.15,predicted,26.03,8.3,30.83,3.085,0.609,7920.0,20.83,3.388,26837.0,63582.0,2.37,798,0,,0,0,,,unknown,0.3276,2.37,38.3,46.4,pvout:+0.29|dist_road:+0.25|population:+0.10|slope:-0.19
MY-00802,7.04356,115.20406,Sabah,Sabah,2,2,LTE,False,18.11,predicted,1.89,7.1,2.18,4.328,0.671,8728.0,22.95,1.123,9799.0,43528.0,4.44,649,0,,0,0,,,unknown,0.5274,4.44,28.3,49.2,pvout:+0.15|dist_road:+0.16|population:+0.21|slope:-0.01
MY-00803,2.73769,112.72874,Sarawak,Sarawak,4,3,GSM,False,12.68,predicted,0.3,12.0,0.38,3.902,0.65,8451.0,22.23,0.98,8283.0,42266.0,5.1,1105,0,,0,0,,,unknown,0.5259,5.1,49.7,52.2,pvout:+0.28|dist_road:+0.25|population:+0.05|slope:-0.24
MY-00804,3.08447,103.77223,Kedah,Peninsular,5,1,GSM,False,13.08,osm,9.99,5.0,11.1,4.169,0.663,8625.0,22.68,1.828,15763.0,49768.0,3.16,14206,0,,0,0,,,unknown,0.4558,3.16,626.3,68.8,pvout:+0.12|dist_road:+0.09|population:-0.17|slope:-0.14
MY-00805,6.33296,100.79277,Kelantan,Peninsular,3,1,LTE,False,4.15,osm,4.73,3.6,5.11,3.407,0.625,8130.0,21.38,1.354,11006.0,45574.0,4.14,1761,0,16232.0,31,9,11258.0,4974.0,strong,0.4692,4.14,82.4,51.2,pvout:+0.33|dist_road:+0.08|population:-0.14|slope:-0.21
MY-00806,1.98738,112.39198,Sarawak,Sarawak,4,2,LTE,False,9.26,osm,8.17,6.5,9.36,3.419,0.626,8138.0,21.4,1.69,13755.0,48552.0,3.53,577,1,,0,0,,,unknown,0.4408,3.53,27.0,41.4,pvout:+0.14|dist_road:+0.11|population:-0.19|slope:-0.15
MY-00807,4.39968,99.94257,Perak,Peninsular,4,1,"GSM,LTE",False,9.49,osm,4.18,3.1,4.47,4.331,0.672,8730.0,22.96,1.303,11378.0,45127.0,3.97,9204,3,9063.0,19,4,11959.0,-2896.0,thin,0.5088,3.97,400.9,71.2,pvout:+0.40|dist_road:+0.15|population:-0.09|slope:-0.08
MY-00810,5.59219,103.86363,Pahang,Peninsular,8,2,GSM,False,5.66,osm,3.82,4.1,4.17,3.565,0.633,8232.0,21.65,1.28,10534.0,44918.0,4.26,2566,0,7536.0,29,9,11405.0,-3869.0,strong,0.482,4.26,118.5,56.1,pvout:+0.13|dist_road:+0.22|population:+0.00|slope:+0.06
MY-00811,2.28577,101.16784,Perak,Peninsular,7,3,"GSM,LTE",False,6.54,osm,9.1,1.8,9.46,3.93,0.652,8470.0,22.28,1.698,14382.0,48622.0,3.38,5861,2,12012.0,31,15,11637.0,375.0,strong,0.4581,3.38,263.1,65.8,pvout:+0.37|dist_road:+0.26|population:-0.09|slope:-0.08
MY-00812,5.95439,115.58362,Sabah,Sabah,8,1,LTE,False,19.79,predicted,14.46,4.8,16.02,3.556,0.633,8227.0,21.64,2.217,18237.0,53213.0,2.92,863,0,22572.0,30,7,10339.0,12234.0,thin,0.4066,2.92,39.9,46.5,pvout:+0.16|dist_road:+0.29|population:-0.19|slope:-0.02
MY-00813,2.64292,109.88463,Sarawak,Sarawak,4,1,GSM,False,11.21,osm,26.87,10.4,33.07,4.256,0.668,8681.0,22.83,3.566,30954.0,65150.0,2.1,546,0,13150.0,32,14,8983.0,4168.0,strong,0.3505,2.1,23.9,45.5,pvout:+0.16|dist_road:+0.19|population:-0.04|slope:-0.12
MY-00815,5.58873,117.45366,Sabah,Sabah,3,3,"GSM,LTE",False,5.09,predicted,21.68,5.1,24.14,4.045,0.657,8544.0,22.47,2.859,24427.0,58895.0,2.41,567,0,,0,0,,,unknown,0.3816,2.41,25.2,46.3,pvout:+0.29|dist_road:+0.23|population:-0.08|slope:-0.23
MY-00816,6.08856,116.54921,Sabah,Sabah,7,1,LTE,False,15.36,predicted,20.47,6.3,23.33,3.71,0.64,8326.0,21.9,2.795,23275.0,58334.0,2.51,2065,0,,0,0,,,unknown,0.3754,2.51,94.3,57.6,pvout:+0.35|dist_road:+0.20|population:+0.11|slope:-0.08
MY-00817,4.50559,111.9448,Sarawak,Sarawak,2,1,GSM,False,5.37,predicted,19.61,4.4,21.51,3.14,0.612,7956.0,20.92,2.651,21092.0,57057.0,2.71,175,0,,0,0,,,unknown,0.3667,2.71,8.4,30.6,pvout:+0.27|dist_road:+0.24|population:-0.19|slope:-0.06
MY-00818,2.0084,112.98127,Sarawak,Sarawak,5,3,"GSM,UMTS",True,4.1,predicted,17.13,19.7,24.63,3.395,0.625,8122.0,21.36,2.898,23538.0,59243.0,2.52,471,0,10527.0,26,5,8624.0,1903.0,thin,0.3605,2.52,22.1,39.7,pvout:+0.23|dist_road:+0.08|population:+0.17|slope:-0.17
MY-00819,3.99293,103.34784,Kedah,Peninsular,1,2,GSM,False,11.32,osm,4.3,9.0,5.16,4.366,0.673,8753.0,23.02,1.358,11887.0,45611.0,3.84,1356,0,21205.0,27,10,10697.0,10508.0,strong,0.5047,3.84,58.9,60.8,pvout:+0.07|dist_road:+0.29|population:+0.23|slope:-0.17
MY-00820,3.96709,100.31581,Terengganu,Peninsular,3,3,"GSM,LTE",False,5.48,osm,10.75,8.8,12.85,3.591,0.635,8249.0,21.7,1.966,16222.0,50997.0,3.14,994,1,8789.0,16,7,10238.0,-1449.0,strong,0.4254,3.14,45.8,49.0,pvout:+0.29|dist_road:+0.05|population:+0.16|slope:-0.09
MY-00821,4.56435,112.99411,Sarawak,Sarawak,1,1,GSM,False,9.36,osm,5.84,7.1,6.76,3.789,0.644,8378.0,22.03,1.485,12439.0,46733.0,3.76,771,0,,0,0,,,unknown,0.4715,3.76,35.0,47.4,pvout:+0.33|dist_road:+0.17|population:-0.02|slope:+0.04
MY-00822,6.4486,103.44802,Pahang,Peninsular,1,1,"GSM,UMTS",False,7.49,osm,5.01,1.7,5.2,4.097,0.66,8578.0,22.56,1.361,11676.0,45639.0,3.91,3112,1,6934.0,34,8,11630.0,-4697.0,strong,0.4943,3.91,137.9,64.6,pvout:+0.06|dist_road:+0.11|population:+0.01|slope:-0.04
